,PM,date,publish_date,activities
1525,Shinzo_Abe,4月1日,2017-04-02,▽6時51分　宿泊先の山梨県鳴沢村の別荘発。▽8時4分　東京都八王子市のゴルフ場「八王子カントリークラブ」。青木拡憲ＡＯＫＩホールディングス会長、池森賢二ファンケル会長、鳥羽博道ドトールコーヒー名誉会長とゴルフ。▽16時18分　山梨県富士吉田市の温泉施設「ふじやま温泉」。入浴。▽18時30分　別荘。▽19時15分　富士河口湖町の中国料理店「異彩中国菜館　湖宮」。昭恵夫人、秘書官と食事。▽21時38分　別荘。宿泊。 
1558,Shinzo_Abe,5月4日,2017-05-05,▽6時43分　宿泊先の山梨県鳴沢村の別荘発。48分　同県富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。増岡聡一郎鉄鋼ビルディング専務、籔本雅巳錦秀会グループＣＥＯらとゴルフ。▽14時24分　別荘。▽17時33分　昭恵夫人、萩生田官房副長官、長谷川首相補佐官、秘書官らとバーベキュー。▽21時55分　秘書官ら出る。宿泊。 
1559,Shinzo_Abe,5月5日,2017-05-06,▽6時51分　宿泊先の山梨県鳴沢村の別荘発。▽7時15分　同県山中湖村のゴルフ場「富士ゴルフコース」。成蹊大の友人らとゴルフ。▽14時40分　別荘。宿泊。 
1561,Shinzo_Abe,5月7日・8日,2017-05-09,〈7日〉▽7時51分　宿泊先の山梨県鳴沢村の別荘発。57分　同村の「鳴沢ゴルフ倶楽部」。石坂直人ＡＮＡホールディングス上席執行役員、渋谷耕一リッキービジネスソリューション代表取締役、松崎勲森永商事社長らとゴルフ。▽9時12分　報道各社のインタビュー。▽16時58分　東京・富ケ谷の私邸。〈8日〉▽7時21分　私邸発。31分　官邸。42分　萩生田官房副長官。▽8時50分　国会。56分　麻生財務相。58分　衆院予算委員会。▽12時8分　官邸。56分　国会。▽13時　衆院予算委。▽15時4分　官邸。34分　ベトナムのファム・ビン・ミン副首相兼外相の表敬。57分　嶋崎駐チェコ大使らによる就任あいさつ。▽16時21分　党本部。22分　東京都議選立候補予定者と写真撮影。▽17時4分　党役員会。25分　高村副総裁、二階幹事長、細田総務会長、茂木政調会長、古屋選対委員長ら。33分　幹事長。35分　西村党総裁特別補佐。38分　官邸。50分　石川拉致問題対策本部事務局長。▽18時23分　外務省の杉山次官、金杉アジア大洋州局長。54分　東京・銀座の日本料理店「銀座ろくさん亭」。山本地方創生相、林芳正元農相らと会食。▽21時40分　私邸。 
1588,Shinzo_Abe,6月4日,2017-06-05,　午前中は来客なく、東京・富ケ谷の私邸で過ごす。▽14時40分　私邸発。▽15時32分　東京都昭島市の「昭和の森ゴルフコース」。成蹊小、中学校の同窓会に出席。▽18時33分　東京・上野公園の東京文化会館。ロシアのゴロデツ副首相とともに文化交流イベント「ロシアの季節」開会式に出席し、あいさつ。ボリショイ・バレエの「ジゼル」を鑑賞。高村副総裁、岸田外相、世耕経産相ら同席。▽21時55分　私邸。 
1679,Shinzo_Abe,9月5日,2017-09-06,▽9時5分　東京・富ケ谷の私邸発。21分　党本部。30分　茨城県知事選で当選した大井川和彦氏。32分　党役員会。51分　官邸。▽10時2分　閣議。33分　外務省の秋葉外務審議官、金杉アジア大洋州局長、梨田国際協力局長、武内財務省国際局長、柳瀬経産審議官。飯島内閣官房参与同席。▽11時38分　インドのジャイトリー国防相の表敬。▽13時34分　全国農業協同組合中央会（ＪＡ全中）の中家徹会長ら。二階幹事長同席。▽14時35分　兼原官房副長官補、北村内閣情報官、前田防衛省防衛政策局長。58分　谷内国家安全保障局長、外務省の杉山次官、秋葉外務審議官。▽15時32分　国家安全保障局長、外務省の次官、秋葉外務審議官、アジア大洋州局長。53分　ロシアのパトルシェフ安全保障会議書記と会談。アファナシエフ駐日ロシア大使、国家安全保障局長、外務省の秋葉外務審議官、正木欧州局長同席。▽16時34分　内閣情報官。▽17時4分　国家戦略特区諮問会議。55分　男子ゴルフのトム・ワトソン選手ら米シニアツアー「ＪＡＬ選手権」出場者らの表敬。ハガティ駐日米大使同席。▽18時32分　東京・麻布台の「東京アメリカンクラブ」。同選手権関係者らのパーティーに出席し、あいさつ。57分　公邸。▽21時35分　ドイツのメルケル首相と電話。宿泊。 
1735,Shinzo_Abe,11月3日,2017-11-04,▽8時3分　東京・富ケ谷の私邸発。22分　東京・芝公園の東京プリンスホテル。宴会場「鳳凰の間」で国際女性会議「ＷＡＷ！」の特別イベントに出席し、あいさつ。▽9時19分　私邸。▽10時5分　皇居。文化勲章親授式に出席。▽11時16分　私邸。▽13時4分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。長谷川首相補佐官、秘書官とゴルフ。▽17時23分　私邸。▽18時22分　東京・大手町の日本旅館「星のや東京」。イバンカ米大統領補佐官を出迎え。39分　レストラン「星のや東京　ダイニング」で首相主催のイバンカ氏との夕食会。ハガティ駐日米大使夫妻、佐々江駐米大使同席。▽20時46分　イバンカ氏を見送り。47分　報道各社のインタビュー。▽21時9分　私邸。 
1737,Shinzo_Abe,11月5日,2017-11-06,▽10時49分　東京・富ケ谷の私邸発。▽11時　官邸。1分　報道各社のインタビュー。27分　陸上自衛隊ヘリコプターで埼玉県川越市のゴルフ場「霞ケ関カンツリー倶楽部」。▽12時6分　トランプ米大統領を出迎え。11分　大統領に記念品のキャップ帽を贈呈。昼食。49分　大統領、男子ゴルフの松山英樹プロとゴルフ。▽15時28分　陸自ヘリで官邸。31分　報道各社のインタビュー。49分　私邸。▽19時10分　東京・内幸町の帝国ホテル。37分　トランプ大統領夫妻、昭恵夫人と共に大統領専用車で東京・銀座の鉄板焼き店「銀座うかい亭」。38分　写真撮影。42分　会食。▽21時7分　昭恵夫人と共に大統領夫妻を見送り。13分　報道各社のインタビュー。41分　私邸。 
1771,Shinzo_Abe,12月10日・11日,2017-12-12,〈10日〉▽7時　東京・富ケ谷の私邸発。48分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。小林喜光経済同友会代表幹事、金丸恭文フューチャー会長、新浪剛史サントリーホールディングス社長とゴルフ。▽16時13分　私邸。53分　東京・丸の内の帝国劇場。昭恵夫人と共にシンガー・ソングライター松任谷由実さんの舞台「朝陽の中で微笑んで」を鑑賞。▽21時4分　東京・丸の内のパレスホテル東京。中国料理店「琥珀宮」で昭恵夫人と共に松任谷さんと会食。▽23時6分　私邸。〈11日〉▽9時41分　私邸発。57分　官邸。58分　塩崎恭久前厚労相、大河原昭夫日本国際交流センター理事長。▽10時21分　麻生財務相、財務省の福田次官、岡本主計局長。▽11時12分　加藤厚労相、厚労省の浜谷老健局長、鈴木保険局長。▽13時22分　太田昭宏公明党前代表。▽14時11分　堀憲郎日本歯科医師会会長、日本歯科医師連盟の高橋英登会長、久保田智也理事長。26分　英王立国際問題研究所と大和総研共催の会議に向けたビデオメッセージ収録。▽15時3分　野球リトルリーグの世界選手権優勝チーム「東京北砂リトルリーグ」の表敬。20分　希望の党拉致問題対策本部の松原仁本部長、中山恭子本部長代行。▽16時23分　公邸。月刊誌「Ｈａｎａｄａ」のインタビュー。▽17時37分　官邸。55分　韓日議員連盟の姜昌一会長らの表敬。▽19時2分　東京・銀座のステーキ店「かわむら」。財務相、自民党の二階幹事長、竹下総務会長、岸田政調会長、林幹事長代理、河村建夫衆院議員と会食。▽21時27分　私邸。 
1789,Shinzo_Abe,12月29日,2017-12-30,▽7時3分　東京・富ケ谷の私邸発。▽8時18分　千葉県市原市のゴルフ場「森永高滝カントリー倶楽部」。親族らとゴルフ。▽16時51分　私邸。▽17時55分　東京・六本木のホテル「グランドハイアット東京」。▽18時24分　同ホテル内の中国料理店「ＣＨＩＮＡＲＯＯＭ」で友人と食事。宿泊。 
1790,Shinzo_Abe,12月30日,2017-12-31,▽6時43分　静養先の東京・六本木のホテル「グランドハイアット東京」発。▽8時8分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。昭恵夫人、古森重隆富士フイルムホールディングス会長夫妻とゴルフ。▽14時55分　横浜市栄区の日本料理店「九つ井本店」。昭恵夫人、古森同社会長夫妻と食事。▽17時37分　グランドハイアット東京。▽19時6分　同ホテル内のすし店「六緑」で友人と食事。昭恵夫人同席。宿泊。 
1792,Shinzo_Abe,1月1日・2日,2018-01-03,〈1日〉▽10時28分　静養先の東京・六本木のホテル「グランドハイアット東京」の玄関で母親の洋子さん、昭恵夫人らと記念撮影。45分　皇居。昭恵夫人と共に新年祝賀の儀に出席。▽11時31分　グランドハイアット東京。▽12時14分　同ホテル内の日本料理店「旬房」で母親の洋子さん、昭恵夫人らと食事。▽15時22分　東京・六本木の映画館「ＴＯＨＯシネマズ　六本木ヒルズ」。昭恵夫人、岸信夫衆院議員ら親族と映画「オリエント急行殺人事件」を観賞。▽17時53分　グランドハイアット東京。▽18時28分　同ホテル内のフランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で昭恵夫人、岸衆院議員ら親族と食事。同ホテルに宿泊。〈2日〉▽6時46分　グランドハイアット東京発。▽7時38分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。経団連の御手洗冨士夫名誉会長、榊原定征会長、渡文明ＪＸＴＧホールディングス名誉顧問とゴルフ。▽16時13分　グランドハイアット東京。▽18時30分　同ホテル内のすし店「六緑」で昭恵夫人ら親族と食事。同ホテルに宿泊。 
1897,Shinzo_Abe,4月17日・18日,2018-04-19,（現地時間）〈17日〉　午後　政府専用機で米フロリダ州のパームビーチ国際空港。トランプ米大統領の別荘「マール・ア・ラーゴ」で日米首脳会談。昭恵夫人と共に大統領夫妻と夕食会。宿泊。〈18日〉　午前　「トランプ・インターナショナル・ゴルフ・クラブ」で大統領とゴルフ。 
1913,Shinzo_Abe,5月4日,2018-05-05,▽6時25分　宿泊先の山梨県鳴沢村の別荘発。51分　同県山中湖村のゴルフ場「富士ゴルフコース」。成蹊大の友人とゴルフ。▽15時25分　公邸。▽17時55分　中国の習近平国家主席と電話。▽18時48分　報道各社のインタビュー。▽20時23分　同県富士河口湖町の居酒屋「漁」。長谷川首相補佐官、増岡聡一郎鉄鋼ビルディング専務、昭恵夫人らと食事。▽22時45分　別荘。宿泊。 
1915,Shinzo_Abe,5月6日・7日,2018-05-08,〈6日〉▽6時44分　宿泊先の山梨県鳴沢村の別荘発。48分　同県富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。増岡聡一郎鉄鋼ビルディング専務、籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）、松崎勲森永商事社長とゴルフ。▽15時58分　東京・富ケ谷の私邸。〈7日〉▽8時51分　私邸発。▽9時3分　皇居。帰国の記帳。19分　官邸。▽10時20分　河野外相、谷内国家安全保障局長、長嶺駐韓大使、外務省の森外務審議官、金杉アジア大洋州局長。42分　外相、国家安全保障局長、横井駐中国大使、駐韓大使、外務省の森外務審議官、アジア大洋州局長。▽14時4分　国家安全保障局長、駐中国大使、駐韓大使、外務省の森外務審議官、アジア大洋州局長。49分　兼原官房副長官補、秋葉外務次官。▽15時31分　北村内閣情報官。▽16時7分　国家安全保障局長、外務次官。▽17時　国会。2分　党役員会。28分　官邸。37分　加藤拉致問題相、石川拉致問題対策本部事務局長。▽18時3分　豊田防衛次官。38分　東京・新橋の第一ホテル東京。宴会場「ラ・ローズ」で自民党石原派のパーティーに出席し、あいさつ。57分　公邸。宿泊。 
1942,Shinzo_Abe,6月3日,2018-06-04,▽6時57分　東京・富ケ谷の私邸発。▽7時51分　東京都昭島市の「昭和の森ゴルフコース」。成蹊大の友人らとゴルフ。▽17時24分　東京・渋谷の美容室「ＨＡＩＲ　ＧＵＥＳＴ」。散髪。▽19時9分　私邸。 
1948,Shinzo_Abe,6月8日,2018-06-10,　（現地時間）〈8日〉　午後　カナダ東部シャルルボワのゴルフ・クラブハウスで主要7カ国（Ｇ7）首脳会議（サミット）の第1セッション。写真撮影。ホテル「ル・マノワール・リシュリュー」で第2セッション。英国のメイ首相と会談。ドイツのメルケル首相と会談。宿泊施設「ブラック・ベア・シャレー」で第3セッション。ル・マノワール・リシュリューで文化行事。同ホテル泊。 
2014,Shinzo_Abe,8月16日,2018-08-17,▽6時34分　宿泊先の山梨県鳴沢村の別荘発。37分　同県富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。森喜朗元首相、小泉純一郎元首相、麻生財務相、加藤厚労相、茂木経財相、西村官房副長官、自民党の萩生田幹事長代行、岸信夫衆院議員、笹川陽平日本財団会長らとゴルフ。▽14時19分　別荘。▽17時24分　自民党の幹事長代行、堀内詔子衆院議員。54分　同町の中国料理店「異彩中国菜館　湖宮」。党山梨県連の森屋宏会長ら同県連所属国会議員、県議と会食。厚労相、西村副長官、自民党の幹事長代行、岸衆院議員同席。▽19時50分　別荘。宿泊。 
2017,Shinzo_Abe,8月18日,2018-08-19,▽6時42分　宿泊先の山梨県鳴沢村の別荘発。▽7時7分　同県山中湖村のゴルフ場「富士ゴルフコース」。高橋精一郎三井住友銀行上席顧問、増岡聡一郎鉄鋼ビルディング専務、松崎勲森永商事社長らとゴルフ。▽14時16分　別荘。▽17時30分　経団連の御手洗冨士夫名誉会長、榊原定征前会長、北村内閣情報官、本田駐スイス大使らとバーベキュー。▽20時49分　本田氏ら出る。宿泊。 
2018,Shinzo_Abe,8月19日,2018-08-20,▽7時30分　宿泊先の山梨県鳴沢村の別荘発。34分　同県富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。経団連の御手洗冨士夫名誉会長、榊原定征前会長らとゴルフ。▽15時20分　別荘。▽18時44分　富士河口湖町の居酒屋「漁」。昭恵夫人、母親の洋子さん、秘書官らと食事。▽21時7分　別荘。宿泊。 
2020,Shinzo_Abe,8月21日,2018-08-22,▽7時19分　宿泊先の山梨県鳴沢村の別荘発。24分　同村の「鳴沢ゴルフ倶楽部」。成蹊大の友人らとゴルフ。▽15時3分　別荘。▽16時17分　北村内閣情報官。▽18時37分　同県富士河口湖町のハンバーガー店「ムースヒルズバーガー」。昭恵夫人、秘書官らと食事。▽20時40分　別荘。宿泊。 
2079,Shinzo_Abe,10月21日,2018-10-22,▽6時55分　東京・富ケ谷の私邸発。▽7時43分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。秘書官とゴルフ。▽15時29分　私邸。 
2100,Shinzo_Abe,11月11日・12日,2018-11-13,〈11日〉▽7時10分　東京・富ケ谷の私邸発。58分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。長谷川首相補佐官、秘書官とゴルフ。▽15時16分　私邸。〈12日〉▽8時37分　私邸発。50分　官邸。55分　北村内閣情報官。▽9時23分　吉川農相、末松農水次官。37分　経済財政諮問会議。▽10時40分　河野外相。▽11時33分　寺沢経産審議官ら。47分　平井卓也党香川県連会長ら同県連所属の国会議員、県議。58分　政府・与党連絡会議。▽12時28分　衛藤首相補佐官。53分　外務省の森、山崎両外務審議官、鈴木総合外交政策局長、金杉アジア大洋州局長、鈴木北米局長。▽14時14分　英誌エコノミストのインタビュー。52分　高橋防衛次官。▽15時29分　日本・パキスタン友好議員連盟の衛藤征士郎会長。49分　塩崎恭久衆院議員。▽16時13分　原田環境相、森本環境次官、鈴木外務省地球規模課題審議官。56分　国会。57分　山梨県知事選立候補予定者へ推薦証渡し。▽17時3分　党役員会。15分　甘利選対委員長。36分　官邸。40分　麻生財務相、財務省の岡本次官、太田主計局長、星野主税局長。▽18時35分　薗浦首相補佐官。52分　公邸。宿泊。 
2132,Shinzo_Abe,12月15日,2018-12-16,▽7時　東京・富ケ谷の私邸発。58分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。秘書官らとゴルフ。▽14時38分　私邸。 
2146,Shinzo_Abe,12月29日,2018-12-30,▽6時44分　東京・富ケ谷の私邸発。▽7時40分　千葉県袖ケ浦市のゴルフ場「カメリアヒルズカントリークラブ」。安倍寛信三菱商事パッケージング社長、岸信夫衆院議員、松崎勲森永商事社長、増岡聡一郎鉄鋼ビルディング専務、籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）らとゴルフ。▽15時48分　私邸。▽17時31分　東京・六本木のホテル「グランドハイアット東京」。▽18時29分　同ホテル内の中国料理店「ＣＨＩＮＡＲＯＯＭ」で成蹊大の友人と食事。同ホテルに宿泊。 
2147,Shinzo_Abe,12月30日,2018-12-31,▽7時2分　静養先の東京・六本木のホテル「グランドハイアット東京」発。▽8時7分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。昭恵夫人、古森重隆富士フイルムホールディングス会長夫妻とゴルフ。▽16時7分　グランドハイアット東京。20分　同ホテル内の「ＮＡＧＯＭＩスパアンドフィットネス」で運動。▽18時31分　同ホテル内のすし店「六緑」で昭恵夫人や友人と食事。同ホテルに宿泊。 
2149,Shinzo_Abe,1月1日・2日,2019-01-03,〈1日〉▽10時33分　静養先の東京・六本木のホテル「グランドハイアット東京」発。45分　皇居。昭恵夫人と共に新年祝賀の儀に出席。▽11時29分　東京・富ケ谷の私邸。31分　玄関で昭恵夫人らと記念撮影。▽14時47分　グランドハイアット東京。▽15時　東京・六本木の映画館「ＴＯＨＯシネマズ　六本木ヒルズ」。昭恵夫人、母親の洋子さんと映画「ボヘミアン・ラプソディ」を鑑賞。▽17時47分　報道各社のインタビュー。52分　グランドハイアット東京。▽18時28分　同ホテル内のフランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で昭恵夫人、洋子さん、岸信夫衆院議員ら親族と食事。同ホテルに宿泊。〈2日〉▽6時53分　グランドハイアット東京発。▽7時45分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。経団連の御手洗冨士夫名誉会長、榊原定征前会長、渡文明ＪＸＴＧホールディングス名誉顧問とゴルフ。▽15時54分　グランドハイアット東京。▽18時32分　すし店「六緑」で昭恵夫人、義父の松崎昭雄氏ら親族と食事。同ホテルに宿泊。 
2161,Shinzo_Abe,1月14日,2019-01-15,▽8時15分　東京・富ケ谷の私邸発。45分　東京都稲城市のよみうりゴルフ倶楽部。長谷川補佐官、秘書官とゴルフ。▽17時2分　私邸。 
2261,Shinzo_Abe,4月26日・27日,2019-04-28,（現地時間）〈26日〉　午後　米ワシントン郊外のアンドルーズ空軍基地。ワシントンのホワイトハウスでトランプ大統領と会談。大統領迎賓館ブレアハウスで報道各社のインタビュー。昭恵夫人とともにホワイトハウスでトランプ大統領夫妻と夕食会。ブレアハウス泊。〈27日〉　午前　ワシントン郊外のゴルフ場「トランプ・ナショナル・ゴルフ・クラブ・ワシントンＤ・Ｃ・」。トランプ大統領とゴルフ。 
2267,Shinzo_Abe,5月3日,2019-05-04,▽7時42分　宿泊先の山梨県鳴沢村の別荘発。48分　同村の「鳴沢ゴルフ倶楽部」。成蹊大の友人、長谷川補佐官とゴルフ。▽15時5分　別荘。▽18時5分　同県富士河口湖町のハンバーガー店「ムースヒルズバーガー」。6分　通行人と握手、写真撮影。8分　店内で昭恵夫人、長谷川補佐官、秘書官らと食事。▽20時27分　別荘。宿泊。 
2269,Shinzo_Abe,5月5日,2019-05-06,▽8時46分　山梨県鳴沢村の別荘発。49分　同県富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。高橋精一郎元三井住友銀行副頭取、増岡聡一郎鉄鋼ビルディング専務、渋谷耕一リッキービジネスソリューション代表取締役らとゴルフ。▽16時23分　別荘。▽17時36分　籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）。▽18時27分　同町の中国料理店「異彩中国菜館　湖宮」。増岡鉄鋼ビルディング専務、籔本錦秀会グループＣＥＯ、松崎勲森永商事社長、昭恵夫人らと会食。▽20時40分　別荘。宿泊。 
2270,Shinzo_Abe,5月6日・7日,2019-05-08,〈6日〉▽7時25分　宿泊先の山梨県鳴沢村の別荘発。49分　同県山中湖村のゴルフ場「富士ゴルフコース」。高橋精一郎元三井住友銀行副頭取、増岡聡一郎鉄鋼ビルディング専務、籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）、松崎勲森永商事社長らとゴルフ。▽13時44分　別荘。▽15時21分　東京・富ケ谷の私邸。▽21時11分　公邸。42分　トランプ米大統領と電話。▽22時45分　報道各社のインタビュー。▽23時　私邸。〈7日〉▽8時40分　私邸発。52分　官邸。▽9時3分　閣議。13分　河野外相。▽11時　宮内庁の小田野侍従長、河相上皇侍従長の就任あいさつ。▽14時34分　秋葉外務次官。▽16時5分　映画「ある町の高い煙突」の松村克弥監督らの表敬。山口那津男公明党代表同席。32分　二階幹事長、林幹事長代理ら。▽17時4分　北村内閣情報官。7分　内閣情報官、滝沢国際テロ情報収集統括官。11分　内閣情報官。▽18時30分　東京・紀尾井町のホテルニューオータニ。宴会場「芙蓉の間」で昭恵夫人と共に程永華駐日中国大使の送別パーティーに出席し、あいさつ。57分　公邸。▽20時　山田宏、和田政宗両参院議員。▽21時10分　山田、和田両氏出る。15分　稲田筆頭副幹事長。▽22時31分　稲田氏出る。宿泊。 
2281,Shinzo_Abe,5月18日,2019-05-19,▽6時49分　東京・富ケ谷の私邸発。▽7時50分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。松崎勲森永商事社長、井本真道三興グループ代表らとゴルフ。▽15時25分　私邸。 
2290,Shinzo_Abe,5月26日,2019-05-27,▽7時48分　東京・富ケ谷の私邸発。▽8時2分　官邸。3分　報道各社のインタビュー。30分　陸上自衛隊ヘリコプターで千葉県茂原市のゴルフ場「茂原カントリー倶楽部」。▽9時7分　トランプ米大統領を出迎え。15分　大統領、プロゴルファーの青木功氏と共にゴルフ場の旗にサイン。16分　大統領、青木氏と朝食。44分　大統領、青木氏とゴルフ。▽12時26分　大統領、青木氏と昼食。マルバニー大統領首席補佐官代行、ハガティ駐日大使、西村官房副長官、杉山駐米大使ら同席。46分　大統領を見送り。▽13時33分　陸自ヘリで官邸屋上ヘリポート。37分　報道各社のインタビュー。39分　公邸。▽16時13分　東京・横網の両国国技館。58分　大統領夫妻、昭恵夫人と共に大相撲夏場所を観戦。▽17時41分　表彰式で優勝した朝乃山関に内閣総理大臣杯を授与。大統領による米国大統領杯の授与に立ち会い。▽18時12分　大統領夫妻、昭恵夫人と共に大統領専用車で東京・六本木の炉端焼き店「六本木田舎家　東店」。13分　大統領夫妻らと会食。▽19時29分　昭恵夫人と共に大統領夫妻を見送り。48分　私邸。 
2300,Shinzo_Abe,6月6日,2019-06-07,▽8時51分　公邸から官邸。52分　報道各社のインタビュー。▽9時18分　渡辺総務審議官、外務省の森、山崎両外務審議官、冨田金融・世界経済に関する首脳会合担当大使、寺沢経産審議官。39分　高橋防衛次官。55分　林幹事長代理。▽10時11分　平井科技相、三輪内閣情報通信政策監、向井内閣審議官、西山経産省商務情報政策局長。45分　秋山内閣府独立公文書管理監。50分　片山地方創生相。▽11時15分　紀州梅の会「梅娘」の玉置梨沙さん、南洸さんらの表敬。世耕経産相同席。25分　経産相。39分　公邸。40分　吉本興業の西川きよしさん、吉本新喜劇のすっちーさんらの表敬。▽12時42分　官邸。50分　北村経夫山口県土地改良事業団体連合会会長らから要望書受け取り。▽13時33分　山口県の村岡嗣政知事、福田良彦岩国市長、椎木巧周防大島町長、米本正明和木町長ら。岸信夫衆院議員同席。▽14時4分　規制改革推進会議。20分　谷内国家安全保障局長、秋葉外務次官。46分　岩屋防衛相、槌道防衛省防衛政策局長。▽15時31分　国家安全保障局長、外務省の次官、森外務審議官、正木欧州局長。▽16時24分　経済同友会の桜田謙悟、小林喜光新旧代表幹事。▽17時3分　国と地方の協議の場。15分　鈴木外務省総合外交政策局長、防衛省の防衛政策局長、山崎統合幕僚長。33分　国家安全保障局長、外務次官、岡本財務次官、嶋田経産次官。▽18時1分　東京・丸の内のパレスホテル東京。宴会場「橘」で精神科医らでつくる首相の後援会「晋精会」会合に出席し、あいさつ。36分　公邸。プロゴルファーの青木功さん夫妻、野田順弘オービック会長夫妻と会食。▽20時25分　全員出る。宿泊。 
2302,Shinzo_Abe,6月8日,2019-06-09,▽6時56分　公邸発。▽7時50分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。豊商事の多々良義成相談役、長谷川補佐官らとゴルフ。▽15時42分　東京・富ケ谷の私邸。▽21時18分　公邸。宿泊。 
2347,Shinzo_Abe,7月25日,2019-07-26,▽6時58分　宿泊先の山梨県鳴沢村の別荘発。▽7時1分　富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。山崎学日本精神科病院協会会長らとゴルフ。▽14時36分　別荘。▽18時38分　富士吉田市の「炭火串焼Ｉ・Ｗ」。長谷川補佐官、秘書官と食事。▽20時58分　別荘。宿泊。 
2349,Shinzo_Abe,7月27日,2019-07-28,▽6時27分　山梨県鳴沢村の別荘発。52分　山中湖村のゴルフ場「富士ゴルフコース」。高橋精一郎元三井住友銀行副頭取、増岡聡一郎鉄鋼ビルディング専務、松崎勲森永商事社長らとゴルフ。▽13時29分　別荘。宿泊。 
2369,Shinzo_Abe,8月17日,2019-08-18,▽6時55分　宿泊先の山梨県鳴沢村の別荘発。59分　富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。御手洗冨士夫経団連名誉会長、渡文明ＪＸＴＧホールディングス名誉顧問、小林喜光前経済同友会代表幹事らとゴルフ。▽14時52分　別荘。▽18時48分　昭恵夫人、岸信夫衆院議員、秘書官らと食事。▽21時58分　秘書官ら出る。宿泊。 
2371,Shinzo_Abe,8月19日,2019-08-20,▽6時34分　宿泊先の山梨県鳴沢村の別荘発。59分　山中湖村のゴルフ場「富士ゴルフコース」。増岡聡一郎鉄鋼ビルディング専務、成蹊大の友人らとゴルフ。▽13時50分　別荘。▽17時59分　富士河口湖町の中国料理店「異彩中国菜館　湖宮」。籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）、秘書官らと会食。▽20時20分　別荘。宿泊。 
2372,Shinzo_Abe,8月20日,2019-08-21,▽6時57分　宿泊先の山梨県鳴沢村の別荘発。▽7時1分　富士河口湖町のゴルフ場「富士桜カントリー倶楽部」。安倍寛信三菱商事パッケージング社長、松崎勲森永商事社長、「ＩＭＡＧＩＣＡ　ＧＲＯＵＰ」の長瀬文男会長、長瀬朋彦参与らとゴルフ。▽14時17分　別荘。▽18時　富士河口湖町のイタリア料理店「ＲＩＣＥＴＴＡ」。河野雅治外務省中東和平担当特使夫妻、籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）、松崎森永商事社長らと会食。▽20時39分　別荘。宿泊。 
2373,Shinzo_Abe,8月21日,2019-08-22,▽6時30分　宿泊先の山梨県鳴沢村の別荘発。55分　山中湖村のゴルフ場「富士ゴルフコース」。昭恵夫人、河野雅治外務省中東和平担当特使、籔本雅巳錦秀会グループ最高経営責任者（ＣＥＯ）、松崎勲森永商事社長らとゴルフ。▽15時3分　東京・富ケ谷の私邸。 
2499,Shinzo_Abe,12月29日,2019-12-30,▽7時44分　東京・富ケ谷の私邸発。▽8時15分　東京都稲城市のよみうりゴルフ倶楽部。成蹊大の友人、長谷川補佐官とゴルフ。▽16時15分　私邸。▽17時26分　東京・六本木のホテル「グランドハイアット東京」。▽18時　中国料理店「ＣＨＩＮＡＲＯＯＭ」で成蹊大の友人と食事。同ホテルに宿泊。 
2500,Shinzo_Abe,12月30日,2019-12-31,▽6時59分　静養先の東京・六本木のホテル「グランドハイアット東京」発。▽7時55分　神奈川県茅ケ崎市のゴルフ場「スリーハンドレッドクラブ」。古森重隆富士フイルムホールディングス会長、飯島彰己三井物産会長、後藤高志西武ホールディングス社長らとゴルフ。▽16時34分　グランドハイアット東京。▽18時29分　フランス料理店「ＴＨＥ　ＦＲＥＮＣＨ　ＫＩＴＣＨＥＮ」で増岡聡一郎鉄鋼ビルディング専務、昭恵夫人らと食事。同ホテルに宿泊。 
